"treatment","day","datej","FA","FD","UA","UD"
0,1,0,4,0,0,0
3,1,0,0,1,0,2
0,1,0,5,0,0,0
5,1,0,0,2,0,0
1,1,0,0,2,0,1
2,1,0,0,0,0,1
2,1,0,0,0,0,2
5,1,0,0,1,0,0
4,1,0,0,5,0,0
3,1,0,0,1,0,1
2,1,0,0,4,0,1
5,1,0,1,0,0,3
1,1,0,0,0,0,2
0,1,0,5,0,0,0
4,1,0,0,5,0,4
1,1,0,0,2,0,1
5,1,0,0,7,0,0
0,1,0,3,0,0,0
3,1,0,0,0,0,1
2,1,0,0,5,0,0
0,2,2,1,0,0,0
3,2,2,0,14,0,0
0,2,2,24,0,1,0
5,2,2,1,19,2,9
4,2,2,0,6,0,6
1,2,2,0,9,0,0
2,2,2,0,1,0,0
5,2,2,0,2,1,2
1,2,2,0,3,0,0
4,2,2,0,7,0,6
3,2,2,0,4,0,0
2,2,2,0,8,0,4
3,2,2,0,6,0,3
1,2,2,0,2,0,2
0,2,2,3,0,4,0
4,2,2,0,1,0,0
1,2,2,1,0,0,3
5,2,2,7,16,7,14
0,2,2,4,1,29,1
3,2,2,0,0,0,2
2,2,2,0,10,0,3
4,2,2,0,5,0,0
0,3,4,3,0,4,0
3,3,4,0,0,0,3
0,3,4,18,0,6,0
5,3,4,2,3,3,4
4,3,4,0,7,0,1
1,3,4,0,3,0,1
2,3,4,1,0,0,0
2,3,4,0,1,0,0
5,3,4,0,0,0,2
1,3,4,0,4,0,0
4,3,4,0,1,0,0
3,3,4,0,4,0,2
2,3,4,0,9,0,1
3,3,4,0,2,0,2
5,3,4,6,5,1,1
1,3,4,0,1,0,0
0,3,4,5,2,0,0
4,3,4,0,9,0,3
1,3,4,0,4,0,5
5,3,4,3,3,3,5
0,3,4,4,0,9,0
3,3,4,0,2,0,18
2,3,4,0,4,0,4
4,3,4,0,5,0,1
0,4,7,1,0,0,0
3,4,7,0,0,0,4
0,4,7,2,0,0,0
5,4,7,0,11,0,0
4,4,7,0,6,0,1
1,4,7,0,7,0,1
2,4,7,0,1,0,3
2,4,7,0,1,0,0
5,4,7,0,1,0,0
1,4,7,0,0,0,1
4,4,7,0,4,0,2
3,4,7,0,3,0,0
2,4,7,0,2,0,2
3,4,7,0,25,0,4
5,4,7,4,1,0,1
1,4,7,0,0,0,2
0,4,7,4,0,2,0
4,4,7,0,5,0,0
1,4,7,0,0,0,1
5,4,7,6,2,0,0
0,4,7,1,0,1,0
3,4,7,0,0,0,2
2,4,7,0,18,0,3
4,4,7,0,0,1,1
0,5,9,7,1,0,0
3,5,9,0,0,0,5
0,5,9,1,0,0,0
5,5,9,0,2,1,1
4,5,9,0,6,0,0
1,5,9,0,8,0,2
2,5,9,0,5,0,1
2,5,9,0,3,0,0
5,5,9,1,4,1,2
1,5,9,0,1,0,0
4,5,9,0,3,0,4
3,5,9,0,1,0,4
2,5,9,0,0,0,3
3,5,9,0,6,0,0
5,5,9,14,3,1,0
1,5,9,0,2,0,2
0,5,9,7,0,0,0
4,5,9,0,3,0,1
1,5,9,0,5,0,0
5,5,9,3,3,7,8
0,5,9,11,0,2,1
3,5,9,0,0,0,1
2,5,9,0,2,0,10
4,5,9,0,4,0,33
0,6,11,3,0,1,0
3,6,11,0,0,0,1
0,6,11,6,0,2,0
5,6,11,0,2,0,2
4,6,11,0,7,0,0
1,6,11,0,0,0,1
2,6,11,0,3,0,0
5,6,11,1,1,0,5
1,6,11,0,4,0,2
4,6,11,0,3,0,0
2,6,11,0,2,0,3
3,6,11,0,8,0,5
5,6,11,0,1,0,2
1,6,11,0,9,0,0
0,6,11,2,0,1,0
4,6,11,0,6,0,3
1,6,11,0,2,0,0
5,6,11,4,0,2,1
0,6,11,7,1,0,0
3,6,11,0,4,0,1
2,6,11,0,3,0,4
4,6,11,0,8,0,16
3,7,14,0,1,0,1
0,7,14,9,0,0,0
5,7,14,1,6,1,10
4,7,14,0,3,0,0
1,7,14,0,0,0,2
2,7,14,0,1,0,1
2,7,14,0,11,0,1
5,7,14,0,5,0,1
1,7,14,0,1,0,0
4,7,14,0,5,0,3
2,7,14,0,1,0,6
3,7,14,0,13,0,1
5,7,14,2,2,0,0
1,7,14,0,2,0,0
0,7,14,37,2,0,0
4,7,14,0,4,1,1
1,7,14,0,5,0,2
5,7,14,1,1,1,3
0,7,14,2,0,0,0
3,7,14,0,2,0,2
2,7,14,1,13,0,2
4,7,14,0,2,0,2
0,8,16,0,0,1,0
5,8,16,3,2,0,0
4,8,16,0,2,0,1
1,8,16,0,6,0,0
2,8,16,0,1,0,0
2,8,16,0,22,0,4
5,8,16,3,3,1,1
1,8,16,0,3,0,0
4,8,16,0,0,0,4
3,8,16,0,4,0,0
2,8,16,0,0,0,2
3,8,16,0,7,0,13
5,8,16,0,22,0,3
1,8,16,0,5,0,1
0,8,16,8,0,1,0
4,8,16,0,5,0,5
1,8,16,0,6,0,3
5,8,16,4,4,0,0
0,8,16,0,0,4,0
3,8,16,0,0,0,1
2,8,16,0,1,0,7
4,8,16,0,0,3,0
0,9,18,2,0,5,0
3,9,18,0,0,0,1
0,9,18,0,0,1,0
5,9,18,0,0,0,3
4,9,18,0,3,0,9
1,9,18,0,1,0,4
2,9,18,0,0,0,3
2,9,18,0,0,1,1
5,9,18,2,1,2,1
1,9,18,0,1,0,13
4,9,18,0,9,0,4
3,9,18,0,0,0,2
2,9,18,0,2,1,0
3,9,18,0,3,0,6
5,9,18,0,0,1,4
1,9,18,0,0,0,11
0,9,18,12,0,6,0
4,9,18,0,10,0,3
1,9,18,0,2,0,1
5,9,18,0,1,0,4
0,9,18,1,0,1,0
3,9,18,0,0,1,0
2,9,18,0,5,0,4
4,9,18,0,1,3,3
0,10,21,1,0,0,0
3,10,21,0,0,0,1
0,10,21,3,0,0,0
4,10,21,0,2,0,1
1,10,21,0,1,0,0
2,10,21,0,3,0,3
2,10,21,0,5,0,0
5,10,21,1,1,1,1
1,10,21,0,8,0,2
4,10,21,2,5,3,6
3,10,21,0,0,0,2
2,10,21,1,4,0,2
3,10,21,0,14,0,1
5,10,21,6,0,3,0
1,10,21,0,7,0,2
0,10,21,5,1,21,1
4,10,21,0,11,1,1
1,10,21,0,0,0,1
5,10,21,3,1,1,1
0,10,21,2,1,1,1
3,10,21,0,3,1,1
2,10,21,1,1,0,1
4,10,21,0,4,0,0
0,11,23,5,1,1,1
3,11,23,0,2,0,1
0,11,23,3,7,1,1
5,11,23,5,2,3,3
4,11,23,0,4,0,0
1,11,23,0,4,0,0
2,11,23,0,4,0,0
2,11,23,0,0,0,1
5,11,23,1,3,0,0
4,11,23,0,9,0,5
3,11,23,0,5,0,1
2,11,23,0,6,0,0
3,11,23,1,11,0,0
5,11,23,8,0,2,1
1,11,23,1,5,1,1
0,11,23,8,1,18,0
4,11,23,0,4,1,15
1,11,23,0,10,0,0
5,11,23,0,5,0,0
0,11,23,4,1,2,0
3,11,23,0,2,0,3
2,11,23,0,18,1,3
4,11,23,0,1,0,2
0,12,25,14,0,0,0
3,12,25,0,4,1,0
0,12,25,2,0,4,0
5,12,25,11,0,11,0
4,12,25,1,4,0,3
1,12,25,0,1,0,0
2,12,25,0,3,1,1
2,12,25,0,4,0,0
5,12,25,3,4,3,6
1,12,25,0,4,0,4
4,12,25,0,0,0,7
3,12,25,0,7,0,3
2,12,25,1,2,0,2
3,12,25,0,7,0,2
5,12,25,6,5,8,10
1,12,25,2,1,1,2
0,12,25,6,0,2,0
4,12,25,1,9,1,14
1,12,25,0,4,1,24
5,12,25,2,1,9,5
0,12,25,9,2,3,2
3,12,25,2,7,0,0
2,12,25,0,4,1,3
4,12,25,0,16,0,1
0,13,28,21,0,2,0
3,13,28,0,2,0,4
0,13,28,22,0,3,0
5,13,28,0,5,0,3
4,13,28,1,0,1,3
1,13,28,1,5,0,1
2,13,28,0,0,0,1
2,13,28,0,1,0,0
5,13,28,7,3,1,1
1,13,28,0,0,1,2
4,13,28,0,3,0,0
3,13,28,0,0,1,1
2,13,28,0,5,0,0
5,13,28,1,1,0,0
1,13,28,0,1,4,0
0,13,28,15,1,1,2
4,13,28,1,2,2,5
1,13,28,0,0,0,3
5,13,28,14,15,11,11
0,13,28,3,1,1,0
3,13,28,0,1,0,0
2,13,28,1,13,1,0
4,13,28,1,0,0,0
0,14,30,8,0,5,0
3,14,30,4,6,0,0
0,14,30,10,9,0,0
5,14,30,12,14,3,3
4,14,30,0,3,0,0
1,14,30,0,7,0,1
2,14,30,0,0,0,2
2,14,30,0,0,0,2
5,14,30,0,7,0,0
1,14,30,0,1,0,0
3,14,30,0,3,0,2
2,14,30,0,4,0,4
3,14,30,2,19,1,3
5,14,30,1,0,0,0
1,14,30,0,12,0,0
0,14,30,21,10,1,1
4,14,30,0,20,0,0
1,14,30,0,6,0,3
5,14,30,0,1,4,1
0,14,30,12,17,2,2
3,14,30,3,9,0,0
2,14,30,0,2,0,1
4,14,30,3,10,1,0
0,15,32,2,0,1,0
3,15,32,0,1,0,1
0,15,32,19,0,1,0
5,15,32,2,4,1,9
4,15,32,0,18,0,0
1,15,32,0,3,0,3
2,15,32,0,3,0,0
5,15,32,0,1,3,5
4,15,32,0,10,0,1
3,15,32,0,0,0,2
2,15,32,0,11,0,0
3,15,32,0,3,0,0
5,15,32,2,0,0,1
1,15,32,0,1,0,0
0,15,32,0,0,1,0
4,15,32,0,9,0,5
1,15,32,0,5,0,1
5,15,32,3,1,3,2
0,15,32,9,0,2,0
3,15,32,0,1,0,2
2,15,32,1,7,0,2
0,16,35,4,1,1,2
3,16,35,0,5,0,0
0,16,35,10,1,5,1
5,16,35,15,1,0,0
4,16,35,0,21,0,0
1,16,35,0,7,0,0
2,16,35,0,2,0,3
2,16,35,0,1,0,0
5,16,35,7,2,0,1
1,16,35,0,0,0,1
3,16,35,0,1,0,0
2,16,35,0,7,0,0
3,16,35,1,45,0,0
5,16,35,0,0,2,0
1,16,35,0,37,0,0
0,16,35,4,0,3,1
4,16,35,0,11,0,0
1,16,35,1,4,0,4
5,16,35,5,1,0,0
0,16,35,6,0,0,0
3,16,35,4,25,1,1
2,16,35,0,3,0,10
4,16,35,1,12,1,4
0,17,37,8,2,0,0
3,17,37,1,3,1,1
0,17,37,4,1,4,1
5,17,37,3,0,1,0
4,17,37,5,7,6,6
1,17,37,0,8,0,1
2,17,37,0,3,0,0
2,17,37,0,3,0,4
5,17,37,2,1,0,0
1,17,37,0,0,0,1
4,17,37,0,0,0,1
3,17,37,0,3,0,2
2,17,37,0,17,1,1
3,17,37,0,3,0,2
5,17,37,33,40,2,1
1,17,37,3,5,0,0
0,17,37,10,11,1,2
4,17,37,0,1,1,34
1,17,37,0,14,0,1
5,17,37,7,15,3,3
0,17,37,14,10,1,1
3,17,37,1,3,1,1
2,17,37,1,12,1,17
4,17,37,1,14,1,9
0,18,39,8,1,4,1
3,18,39,0,4,0,0
0,18,39,5,0,0,1
5,18,39,0,0,3,2
4,18,39,3,2,0,1
1,18,39,0,7,0,0
2,18,39,0,3,0,4
2,18,39,0,2,0,1
5,18,39,0,3,0,5
1,18,39,0,1,0,0
4,18,39,0,2,0,1
3,18,39,0,1,0,5
2,18,39,0,16,1,6
3,18,39,0,7,0,6
5,18,39,15,6,3,3
1,18,39,3,11,2,1
0,18,39,8,7,1,1
4,18,39,34,0,2,0
1,18,39,0,5,0,1
5,18,39,18,7,3,2
0,18,39,6,3,3,3
3,18,39,0,1,0,0
2,18,39,0,0,2,11
4,18,39,1,9,0,15
0,19,42,1,2,0,3
3,19,42,0,7,0,0
0,19,42,2,1,0,0
5,19,42,0,9,0,8
4,19,42,0,11,0,12
1,19,42,0,26,0,1
2,19,42,0,5,0,1
2,19,42,0,1,0,0
5,19,42,10,12,2,2
1,19,42,0,3,0,4
4,19,42,0,2,0,1
3,19,42,0,2,0,0
2,19,42,1,5,1,2
3,19,42,0,17,0,44
5,19,42,2,12,2,2
1,19,42,0,11,0,0
0,19,42,16,2,3,2
4,19,42,0,12,1,0
1,19,42,0,14,0,2
5,19,42,0,1,3,2
0,19,42,1,1,0,0
3,19,42,0,9,0,2
2,19,42,1,8,0,0
4,19,42,3,5,0,0
0,20,44,0,4,0,3
3,20,44,0,0,0,2
0,20,44,2,2,2,3
5,20,44,2,5,1,1
4,20,44,0,3,0,1
1,20,44,1,15,0,3
2,20,44,0,3,0,4
2,20,44,0,5,0,2
5,20,44,7,6,8,9
1,20,44,0,3,0,0
4,20,44,0,3,0,1
3,20,44,0,2,1,0
2,20,44,0,4,0,1
3,20,44,1,6,0,12
5,20,44,12,2,3,1
1,20,44,3,9,0,1
0,20,44,0,0,1,3
4,20,44,0,15,0,3
1,20,44,0,7,0,2
5,20,44,2,8,2,5
0,20,44,4,3,3,3
3,20,44,0,2,0,2
2,20,44,1,13,1,17
4,20,44,1,8,1,1
0,21,46,5,0,0,1
3,21,46,0,3,0,1
5,21,46,1,6,0,0
4,21,46,1,2,2,1
1,21,46,0,3,0,1
2,21,46,0,4,0,5
2,21,46,0,4,0,3
5,21,46,12,13,1,2
1,21,46,0,1,0,1
4,21,46,0,4,0,6
3,21,46,0,0,0,7
2,21,46,1,2,0,7
3,21,46,0,4,0,2
5,21,46,1,9,1,9
1,21,46,0,23,0,7
0,21,46,11,2,10,2
4,21,46,1,15,1,3
1,21,46,1,14,1,2
5,21,46,3,16,3,12
0,21,46,6,1,4,1
3,21,46,0,1,0,3
2,21,46,3,14,3,13
4,21,46,3,8,2,15
0,22,49,0,4,0,5
3,22,49,2,2,0,0
0,22,49,3,2,2,1
5,22,49,9,5,12,5
4,22,49,5,12,1,1
1,22,49,1,7,1,4
2,22,49,0,2,0,1
2,22,49,1,3,2,2
5,22,49,5,10,3,3
1,22,49,1,7,0,1
4,22,49,3,20,2,2
3,22,49,0,4,0,0
2,22,49,0,4,0,3
3,22,49,5,14,1,0
5,22,49,25,14,6,6
1,22,49,1,12,1,4
0,22,49,0,0,5,14
4,22,49,1,19,1,1
1,22,49,2,13,1,4
5,22,49,19,29,7,6
0,22,49,7,0,1,0
3,22,49,0,6,0,0
2,22,49,5,7,5,19
4,22,49,0,12,1,1
0,23,51,21,1,0,0
3,23,51,0,4,0,1
0,23,51,11,7,0,0
5,23,51,3,7,2,14
4,23,51,0,6,1,2
1,23,51,0,1,0,0
2,23,51,0,6,0,1
2,23,51,0,4,0,1
5,23,51,1,12,1,5
1,23,51,0,1,2,2
4,23,51,1,19,0,2
3,23,51,0,7,1,0
2,23,51,0,8,0,2
3,23,51,0,9,0,2
5,23,51,15,12,1,1
1,23,51,0,7,1,4
0,23,51,8,7,3,3
4,23,51,0,16,0,17
1,23,51,0,6,0,3
5,23,51,6,1,0,0
0,23,51,3,7,0,1
3,23,51,0,2,0,0
2,23,51,0,7,0,0
0,24,53,10,6,3,3
3,24,53,0,4,0,0
0,24,53,5,1,3,1
5,24,53,5,3,0,0
4,24,53,0,8,1,1
1,24,53,0,7,0,1
2,24,53,1,10,0,0
2,24,53,0,0,1,2
5,24,53,0,1,0,1
1,24,53,0,3,1,3
4,24,53,0,12,0,0
3,24,53,0,12,0,0
2,24,53,0,4,0,1
3,24,53,0,9,1,1
5,24,53,6,3,27,3
1,24,53,0,2,0,3
0,24,53,11,0,2,1
4,24,53,0,16,0,17
1,24,53,2,6,2,7
5,24,53,5,5,29,16
0,24,53,0,0,11,0
3,24,53,7,16,0,0
2,24,53,6,12,1,2
4,24,53,0,4,0,1
0,25,56,12,0,13,0
3,25,56,0,3,0,1
0,25,56,5,0,16,0
5,25,56,3,0,0,0
4,25,56,3,3,1,0
1,25,56,0,1,0,0
2,25,56,0,0,0,14
5,25,56,11,9,0,1
1,25,56,0,0,3,9
4,25,56,0,0,1,8
3,25,56,2,4,2,13
2,25,56,1,3,1,0
3,25,56,0,0,1,3
5,25,56,5,1,6,2
1,25,56,3,10,1,1
0,25,56,14,1,3,0
4,25,56,0,9,1,5
1,25,56,0,3,1,1
5,25,56,16,11,34,10
0,25,56,13,1,21,0
3,25,56,9,7,0,0
2,25,56,6,25,1,1
4,25,56,4,7,1,1
0,26,58,5,2,16,2
3,26,58,0,13,0,20
0,26,58,20,6,7,5
5,26,58,27,16,3,3
4,26,58,0,4,0,5
1,26,58,0,5,0,0
2,26,58,0,0,0,2
2,26,58,0,2,0,5
5,26,58,4,4,3,30
1,26,58,0,3,0,0
4,26,58,0,3,0,3
3,26,58,1,3,0,7
2,26,58,0,4,0,0
3,26,58,1,8,2,8
5,26,58,2,1,10,0
1,26,58,1,2,1,1
0,26,58,24,1,13,1
4,26,58,3,29,2,2
1,26,58,4,12,4,10
5,26,58,5,4,68,45
0,26,58,32,3,14,3
3,26,58,1,3,1,9
2,26,58,6,6,11,19
4,26,58,5,17,0,0
0,27,60,8,1,2,2
3,27,60,0,3,0,6
0,27,60,39,2,4,1
5,27,60,19,13,1,1
4,27,60,4,16,2,3
1,27,60,0,2,0,2
2,27,60,1,4,0,0
2,27,60,1,1,3,10
5,27,60,0,0,0,8
1,27,60,0,3,1,4
4,27,60,0,4,0,2
3,27,60,0,1,0,7
2,27,60,3,19,2,3
3,27,60,3,8,0,1
5,27,60,1,1,0,15
1,27,60,0,2,0,0
0,27,60,11,1,4,1
4,27,60,0,7,0,0
1,27,60,1,11,0,0
5,27,60,6,2,2,1
0,27,60,4,1,9,1
3,27,60,1,0,0,4
2,27,60,0,4,0,5
4,27,60,1,1,0,0
0,28,63,5,0,30,0
3,28,63,6,8,6,25
0,28,63,30,7,4,3
5,28,63,30,17,2,3
4,28,63,0,21,0,0
1,28,63,1,13,0,0
2,28,63,0,9,0,1
2,28,63,0,1,0,3
5,28,63,4,5,18,5
1,28,63,3,2,4,5
4,28,63,0,3,0,1
3,28,63,3,9,4,6
2,28,63,1,11,2,3
3,28,63,8,36,2,2
5,28,63,21,0,15,0
1,28,63,8,4,27,4
0,28,63,14,3,4,3
4,28,63,0,5,0,2
1,28,63,4,24,1,2
5,28,63,32,32,9,9
0,28,63,35,1,4,0
3,28,63,15,7,13,8
2,28,63,1,10,1,1
4,28,63,8,7,9,17
0,29,65,32,1,3,2
3,29,65,0,6,0,9
0,29,65,28,1,9,2
5,29,65,5,3,2,2
4,29,65,12,43,10,11
1,29,65,4,53,4,3
2,29,65,7,23,1,1
2,29,65,4,5,7,7
5,29,65,30,9,34,8
1,29,65,0,1,0,0
4,29,65,0,13,1,18
3,29,65,1,5,0,6
2,29,65,8,9,4,3
3,29,65,3,6,4,21
5,29,65,44,5,31,5
1,29,65,20,5,14,6
0,29,65,7,0,6,0
4,29,65,3,2,4,4
1,29,65,9,9,5,5
5,29,65,17,7,36,7
0,29,65,65,4,2,1
3,29,65,9,15,2,2
2,29,65,14,14,66,28
4,29,65,1,2,0,4
0,30,67,14,1,1,0
3,30,67,2,15,0,0
0,30,67,22,1,4,0
5,30,67,9,19,9,23
4,30,67,2,36,3,7
1,30,67,2,18,0,1
2,30,67,0,23,0,0
2,30,67,0,9,0,0
5,30,67,6,8,6,5
4,30,67,1,1,5,8
3,30,67,0,13,0,13
2,30,67,9,8,2,1
3,30,67,9,20,10,31
5,30,67,5,4,2,1
1,30,67,34,23,3,3
0,30,67,53,3,14,4
4,30,67,9,16,2,3
1,30,67,1,5,2,1
5,30,67,17,2,40,2
0,30,67,30,1,23,1
3,30,67,2,6,1,2
2,30,67,9,26,9,20
4,30,67,19,23,19,50
0,31,70,1,0,11,0
3,31,70,0,3,0,4
0,31,70,11,0,1,0
5,31,70,3,6,0,1
4,31,70,4,39,2,3
1,31,70,1,16,1,1
2,31,70,3,10,2,26
2,31,70,2,10,0,0
5,31,70,25,17,3,3
1,31,70,1,0,0,1
4,31,70,0,1,0,2
3,31,70,0,13,0,0
2,31,70,2,15,2,2
3,31,70,2,16,2,2
5,31,70,3,2,3,1
1,31,70,8,10,1,0
0,31,70,66,0,3,0
4,31,70,1,12,0,0
1,31,70,13,23,2,2
5,31,70,0,0,2,0
0,31,70,13,0,4,1
3,31,70,4,2,0,0
2,31,70,8,4,2,1
4,31,70,3,11,0,0
0,32,72,36,1,1,1
3,32,72,0,3,0,3
0,32,72,20,0,1,0
5,32,72,5,24,5,6
4,32,72,1,18,1,2
1,32,72,10,36,1,2
2,32,72,2,9,1,2
2,32,72,2,26,0,0
5,32,72,13,39,11,10
1,32,72,0,7,0,0
4,32,72,0,3,0,2
3,32,72,0,1,0,1
2,32,72,0,6,0,0
3,32,72,3,29,4,23
5,32,72,16,2,8,2
1,32,72,2,15,0,0
0,32,72,7,0,3,0
4,32,72,11,36,0,0
1,32,72,0,23,1,1
5,32,72,4,4,8,12
0,32,72,11,0,23,0
3,32,72,6,14,0,0
2,32,72,35,32,7,8
4,32,72,6,37,3,3
0,33,74,13,1,4,0
3,33,74,0,5,0,0
0,33,74,23,0,2,0
5,33,74,0,10,0,1
4,33,74,4,24,1,0
1,33,74,3,20,2,3
2,33,74,2,7,1,0
2,33,74,1,11,0,2
5,33,74,4,16,4,7
1,33,74,0,3,1,0
4,33,74,0,11,0,0
3,33,74,0,3,0,3
2,33,74,2,8,0,0
3,33,74,1,9,0,1
5,33,74,10,1,4,2
1,33,74,10,5,1,1
0,33,74,23,1,5,1
4,33,74,0,5,0,0
1,33,74,21,14,0,1
5,33,74,24,2,1,1
0,33,74,12,3,21,2
2,33,74,4,14,0,1
4,33,74,0,5,1,0
0,34,77,5,0,13,0
3,34,77,0,1,0,1
0,34,77,14,4,1,0
5,34,77,22,7,9,6
4,34,77,3,16,1,1
1,34,77,6,61,7,17
2,34,77,1,19,1,4
2,34,77,1,9,0,0
5,34,77,38,16,6,6
1,34,77,1,13,1,1
4,34,77,1,2,0,0
3,34,77,1,33,0,0
2,34,77,1,10,1,1
3,34,77,13,44,0,1
5,34,77,6,4,1,1
1,34,77,1,13,1,2
0,34,77,27,3,42,3
4,34,77,2,14,1,6
1,34,77,2,12,0,0
5,34,77,53,14,2,2
0,34,77,30,3,6,2
3,34,77,4,0,1,1
2,34,77,0,5,1,1
4,34,77,1,17,1,9
0,35,79,6,1,1,0
3,35,79,0,2,0,6
0,35,79,12,0,0,0
5,35,79,4,18,4,5
4,35,79,0,4,1,5
1,35,79,1,13,1,2
2,35,79,2,10,0,0
2,35,79,1,9,1,2
5,35,79,1,6,1,2
1,35,79,2,3,5,5
4,35,79,0,2,0,3
3,35,79,2,5,2,8
2,35,79,0,1,1,1
3,35,79,2,24,2,10
5,35,79,9,2,1,1
1,35,79,0,2,1,1
0,35,79,21,0,7,0
4,35,79,2,30,1,60
1,35,79,1,12,1,1
5,35,79,6,20,5,5
0,35,79,39,0,1,0
3,35,79,1,14,1,2
2,35,79,2,11,2,2
4,35,79,0,3,1,2
0,36,81,10,1,1,0
3,36,81,0,4,0,0
0,36,81,20,0,2,0
5,36,81,6,7,6,6
4,36,81,0,2,0,2
1,36,81,0,8,0,6
2,36,81,0,9,0,0
2,36,81,0,5,0,0
5,36,81,7,6,2,2
1,36,81,3,2,6,19
4,36,81,0,6,0,3
3,36,81,1,38,0,2
2,36,81,0,0,2,0
3,36,81,4,33,4,4
5,36,81,3,21,2,2
1,36,81,6,32,1,1
0,36,81,20,1,6,1
4,36,81,3,18,4,36
1,36,81,8,23,7,39
5,36,81,9,9,26,18
0,36,81,19,1,0,0
3,36,81,7,14,1,2
2,36,81,27,11,17,11
4,36,81,2,12,0,0
0,37,84,13,0,2,0
3,37,84,0,3,0,0
0,37,84,28,0,1,0
5,37,84,5,8,2,1
4,37,84,0,1,0,0
1,37,84,1,13,1,2
2,37,84,0,0,1,18
2,37,84,0,1,0,1
5,37,84,2,2,10,7
1,37,84,0,2,1,3
4,37,84,1,0,1,2
3,37,84,0,5,1,9
2,37,84,0,1,0,3
3,37,84,1,1,1,6
5,37,84,3,3,2,2
1,37,84,3,1,3,0
0,37,84,9,0,3,0
4,37,84,1,10,1,1
1,37,84,13,18,4,3
5,37,84,7,13,7,16
0,37,84,16,1,11,1
3,37,84,0,1,0,0
2,37,84,21,19,0,1
4,37,84,13,11,0,0
0,38,86,3,3,7,6
3,38,86,0,2,0,3
0,38,86,10,14,10,13
5,38,86,17,41,3,2
4,38,86,0,15,0,4
1,38,86,0,6,0,0
2,38,86,0,5,1,8
2,38,86,0,4,0,9
5,38,86,0,10,0,2
1,38,86,0,0,1,1
4,38,86,0,1,0,5
3,38,86,0,19,0,3
2,38,86,1,4,0,2
3,38,86,2,25,0,0
5,38,86,0,0,1,13
1,38,86,0,15,0,4
0,38,86,36,13,7,7
4,38,86,2,20,1,5
1,38,86,0,12,1,2
5,38,86,15,14,24,16
0,38,86,7,7,16,6
3,38,86,1,4,1,4
2,38,86,4,13,4,4
4,38,86,12,31,1,0
0,39,88,7,3,3,4
3,39,88,0,6,1,3
0,39,88,13,6,1,0
5,39,88,15,23,2,2
4,39,88,5,25,0,0
1,39,88,0,18,1,1
2,39,88,0,3,0,0
2,39,88,0,4,0,0
5,39,88,6,2,4,2
1,39,88,0,2,0,2
4,39,88,0,3,0,0
3,39,88,0,3,0,3
2,39,88,3,4,0,0
3,39,88,10,21,0,1
5,39,88,3,3,2,1
1,39,88,0,0,1,2
0,39,88,58,12,0,0
4,39,88,2,22,1,1
1,39,88,18,6,1,0
5,39,88,7,14,4,5
0,39,88,49,10,12,9
3,39,88,3,27,3,12
2,39,88,13,14,1,2
4,39,88,1,18,1,0
0,40,91,0,3,0,2
3,40,91,0,1,0,1
0,40,91,13,8,0,0
5,40,91,5,14,1,2
4,40,91,4,17,2,1
1,40,91,2,20,0,0
2,40,91,0,4,0,5
2,40,91,0,0,3,0
5,40,91,1,1,0,1
1,40,91,0,0,3,9
4,40,91,2,2,0,0
3,40,91,0,10,1,2
2,40,91,0,2,0,0
3,40,91,7,39,3,3
5,40,91,4,4,4,4
1,40,91,3,9,0,0
0,40,91,2,2,22,2
4,40,91,1,24,0,2
1,40,91,5,18,1,2
5,40,91,10,25,2,2
0,40,91,9,23,0,1
3,40,91,0,4,0,1
2,40,91,10,29,3,4
4,40,91,0,16,0,1
0,41,93,14,3,0,0
3,41,93,0,1,0,0
0,41,93,24,12,0,0
5,41,93,5,16,2,2
4,41,93,0,15,0,3
1,41,93,0,10,0,1
2,41,93,0,10,1,2
2,41,93,0,1,0,0
5,41,93,1,10,0,10
1,41,93,0,2,0,2
4,41,93,0,0,0,5
3,41,93,1,0,0,5
2,41,93,5,5,3,2
3,41,93,2,7,1,0
5,41,93,22,4,2,3
1,41,93,0,4,0,1
0,41,93,10,9,0,0
4,41,93,0,0,1,3
1,41,93,0,5,1,0
5,41,93,5,3,7,3
0,41,93,22,0,1,0
3,41,93,1,5,0,0
2,41,93,8,16,5,5
4,41,93,2,41,2,6
0,42,95,6,2,1,1
3,42,95,1,0,0,0
0,42,95,11,0,0,0
5,42,95,9,16,1,0
4,42,95,1,20,1,0
1,42,95,0,8,0,0
2,42,95,0,7,0,3
2,42,95,0,4,0,0
5,42,95,0,4,0,4
1,42,95,0,3,0,0
4,42,95,0,1,0,0
3,42,95,1,3,1,1
2,42,95,0,8,0,3
3,42,95,2,14,1,0
5,42,95,14,2,1,2
1,42,95,5,26,1,2
0,42,95,31,1,5,2
4,42,95,2,16,1,2
1,42,95,1,0,0,0
5,42,95,1,5,1,1
0,42,95,16,22,17,16
3,42,95,2,9,0,0
2,42,95,2,18,2,4
4,42,95,6,29,3,2
0,43,98,4,0,0,0
3,43,98,0,0,1,0
0,43,98,2,0,0,0
5,43,98,1,0,0,1
4,43,98,1,0,0,0
1,43,98,2,1,0,0
2,43,98,1,1,0,0
5,43,98,4,2,1,0
1,43,98,2,0,3,0
3,43,98,0,0,1,0
2,43,98,0,1,0,0
3,43,98,1,10,0,0
5,43,98,2,0,5,0
1,43,98,0,2,0,0
0,43,98,3,0,0,0
